,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,,
523,"3509 - 38 Grenville St, Toronto (C4505753) | Zoocasa","680,000","686,000",2,1,650,0,,
524,"Ph3 - 105 George St, Toronto (C4473919) | Zoocasa","985,000","999,800",2,2,950,1,,
526,"202 - 18 Harrison Garden Blvd, Toronto (C4459166) | Zoocasa","605,000","610,000",2,2,850,1,,
529,"1803 - 2230 Lakeshore Blvd W, Toronto (W4492235) | Zoocasa","485,000","498,500",1,1,650,1,,
532,"606 - 36 Park Lawn Rd, Toronto (W4434804) | Zoocasa","516,000","529,900",1,1,650,1,,
533,"24 Roslin Ave, Toronto (C4498556) | Zoocasa","1,240,000","1,298,000",3,1,1300,1,,
534,"103 - 9 Windermere Ave, Toronto (W4512239) | Zoocasa","395,000","379,000",1,1,250,0,,
535,"418 - 993 Queen St W, Toronto (C4511625) | Zoocasa","1,415,000","1,499,000",1,2,1500,1,,
536,"21 Risdon Crt, Toronto (W4504989) | Zoocasa","801,000","829,900",3,1,N/A ,3,,
538,"424 Pharmacy Ave, Toronto (E4514468) | Zoocasa","775,000","760,000",2,1,N/A ,2,,
540,"2308 - 5 Mariner Terr, Toronto (C4503841) | Zoocasa","600,000","525,000",1,1,550,1,,
548,"1517 - 85 East Liberty St, Toronto (C4509010) | Zoocasa","780,000","699,000",2,2,850,1,,
549,"1001 - 40 Scollard St, Toronto (C4436890) | Zoocasa","575,000","599,000",1,1,650,0,,
550,"15 Ben Alder Dr, Toronto (E4501137) | Zoocasa","655,000","670,000",2,1,N/A ,2,,
552,"2204 - 1 The Esplanade Dr, Toronto (C4503638) | Zoocasa","828,000","848,000",2,2,850,1,,
556,"424 Pharmacy Ave, Toronto (E4514468) | Zoocasa","775,000","760,000",2,1,N/A ,2,,
557,"12 Norwood Terr, Toronto (E4506266) | Zoocasa","760,000","789,000",2,1,N/A ,0,,
561,"1517 - 85 East Liberty St, Toronto (C4509010) | Zoocasa","780,000","699,000",2,2,850,1,,
564,"2308 - 5 Mariner Terr, Toronto (C4503841) | Zoocasa","600,000","525,000",1,1,550,1,,
565,"903 - 2087 Lake Shore Blvd W, Toronto (W4492039) | Zoocasa","495,900","469,900",1,1,650,1,,
566,"24 Roslin Ave, Toronto (C4498556) | Zoocasa","1,240,000","1,298,000",3,1,1300,1,,
567,"2505 - 18 Harrison Garden Blvd, Toronto (C4484938) | Zoocasa","480,000","489,900",1,1,550,1,,
568,"221 - 1000 King St W, Toronto (C4511628) | Zoocasa","790,000","798,000",2,2,950,1,,
570,"14 Willowmount Dr, Toronto (E4488474) | Zoocasa","663,000","669,900",3,2,N/A ,3,,
573,"8 Shea Crt, Toronto (E4505769) | Zoocasa","745,000","689,000",4,3,N/A ,2,,
575,"716 - 90 Stadium Rd, Toronto (C4504942) | Zoocasa","652,000","589,000",1,1,650,1,,
576,"90 Squires Ave, Toronto (E4498850) | Zoocasa","718,000","759,000",3,1,N/A ,2,,
578,"716 - 90 Stadium Rd, Toronto (C4504942) | Zoocasa","652,000","589,000",1,1,650,1,,
579,"2726 - 2 Eva Rd, Toronto (W4505847) | Zoocasa","503,000","509,998",2,2,750,1,,
580,"309 - 60 Fairfax Cres, Toronto (E4462766) | Zoocasa","473,000","489,900",2,2,850,1,,
581,"2306 - 600 Fleet St, Toronto (C4514110) | Zoocasa","700,000","699,000",2,2,750,1,,
582,"112 - 8 Kingsbridge Crt, Toronto (C4486433) | Zoocasa","380,000","399,000",2,1,750,1,,
585,"40 Westwood Ave, Toronto (E4506337) | Zoocasa","629,900","629,900",2,1,N/A ,1,,
589,"Ph1005 - 980 Yonge St, Toronto (C4485875) | Zoocasa","970,000","999,000",2,2,1100,0,,
590,"1109 - 110 Marine Parade Dr, Toronto (W4371731) | Zoocasa","710,000","728,999",2,2,850,1,,
591,"148 Mulock Ave, Toronto (W4444596) | Zoocasa","1,250,000","1,299,999",3,3,N/A ,1,,
593,"1507 - 40 Panorama Crt, Toronto (W4502076) | Zoocasa","308,000","309,997",2,1,950,1,,
595,"1 Ennismore Pl, Toronto (C4487309) | Zoocasa","1,280,000","1,325,000",4,2,1750,4,,
596,"490 Oakwood Ave, Toronto (C4482643) | Zoocasa","582,000","599,000",1,1,N/A ,2,,
597,"18 Glamis Ave, Toronto (W4506997) | Zoocasa","746,000","789,000",2,2,N/A ,5,,
599,"2005 - 5 Old Sheppard Ave, Toronto (C4512619) | Zoocasa","500,000","399,900",3,2,1100,1,,
600,"1205 Woodbine Ave, Toronto (E4512348) | Zoocasa","730,000","735,000",3,2,N/A ,1,,
602,"1812 - 10 Sunny Glenway, Toronto (C4512042) | Zoocasa","275,000","294,500",1,1,550,1,,
603,"606 - 60 Berwick Ave, Toronto (C4499715) | Zoocasa","533,000","538,800",1,1,250,1,,
605,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
607,"1109 - 110 Marine Parade Dr, Toronto (W4371731) | Zoocasa","710,000","728,999",2,2,850,1,,
608,"513 - 377 Madison Ave, Toronto (C4513269) | Zoocasa","818,000","818,000",2,2,850,1,,
611,"44 Cottonwood Dr, Toronto (C4493326) | Zoocasa","645,000","648,800",3,2,1100,1,,
614,"508 - 2737 Keele St, Toronto (W4506809) | Zoocasa","285,000","285,000",2,1,850,2,,
616,"11 - 37 Four Winds Dr, Toronto (W4499428) | Zoocasa","423,000","434,900",2,1,850,0,,
618,"2007 - 18 Yorkville Ave, Toronto (C4471589) | Zoocasa","945,000","1,050,000",2,2,850,1,,
619,"37 Pagebrook Dr, Toronto (W4465735) | Zoocasa","960,000","999,888",3,2,N/A ,2,,
620,"57 Herbert Ave, Toronto (E4492691) | Zoocasa","935,000","975,000",3,2,N/A ,1,,
626,"194 Lynnbrook Dr, Toronto (E4463092) | Zoocasa","791,000","799,900",4,2,1750,2,,
627,"Ph101 - 460 Adelaide St, Toronto (C4459991) | Zoocasa","580,000","599,900",1,1,650,1,,
628,"1610 - 105 The Queensway Ave, Toronto (W4493079) | Zoocasa","650,000","669,900",2,2,850,1,,
629,"3409 - 105 The Queensway Ave, Toronto (W4508801) | Zoocasa","425,000","399,900",1,1,250,0,,
630,"12 Harrow Dr, Toronto (W4503913) | Zoocasa","900,000","933,000",3,2,N/A ,6,,
633,"512 - 30 Old Mill Rd, Toronto (W4510422) | Zoocasa","1,200,000","1,225,000",2,2,1300,1,,
634,"37 Pagebrook Dr, Toronto (W4465735) | Zoocasa","960,000","999,888",3,2,N/A ,2,,
636,"11 - 37 Four Winds Dr, Toronto (W4499428) | Zoocasa","423,000","434,900",2,1,850,0,,
637,"508 - 2737 Keele St, Toronto (W4506809) | Zoocasa","285,000","285,000",2,1,850,2,,
640,"3610 - 2200 Lakshore Blvd W, Toronto (W4503481) | Zoocasa","684,000","688,000",2,2,750,1,,
641,"44 Cottonwood Dr, Toronto (C4493326) | Zoocasa","645,000","648,800",3,2,1100,1,,
642,"203 - 40 Bay Mills Blvd, Toronto (E4513635) | Zoocasa","365,000","359,900",2,1,950,1,,
643,"2213 - 7 Bishop Ave, Toronto (C4501906) | Zoocasa","400,000","389,000",1,1,250,1,,
644,"148 Mulock Ave, Toronto (W4444596) | Zoocasa","1,250,000","1,299,999",3,3,N/A ,1,,
645,"1002 - 2500 Bridletowne Circ, Toronto (E4484287) | Zoocasa","378,000","385,900",2,1,850,2,,
646,"1506 - 21 Overlea Blvd, Toronto (C4503993) | Zoocasa","469,000","469,900",2,2,950,1,,
649,"203 - 40 Bay Mills Blvd, Toronto (E4513635) | Zoocasa","365,000","359,900",2,1,950,1,,
650,"2505 - 18 Harrison Garden Blvd, Toronto (C4484938) | Zoocasa","480,000","489,900",1,1,550,1,,
653,"309 - 60 Fairfax Cres, Toronto (E4462766) | Zoocasa","473,000","489,900",2,2,850,1,,
654,"14 Willowmount Dr, Toronto (E4488474) | Zoocasa","663,000","669,900",3,2,N/A ,3,,
657,"310 - 362 The East Mall, Toronto (W4476139) | Zoocasa","462,000","499,900",3,2,1500,2,,
658,"218 - 106 Dovercourt Rd, Toronto (C4511132) | Zoocasa","510,000","449,990",1,1,250,0,,
659,"2726 - 2 Eva Rd, Toronto (W4505847) | Zoocasa","503,000","509,998",2,2,750,1,,
661,"490 Oakwood Ave, Toronto (C4482643) | Zoocasa","582,000","599,000",1,1,N/A ,2,,
662,"Ph101 - 460 Adelaide St, Toronto (C4459991) | Zoocasa","580,000","599,900",1,1,650,1,,
663,"1002 - 2500 Bridletowne Circ, Toronto (E4484287) | Zoocasa","378,000","385,900",2,1,850,2,,
664,"288 St Clements Ave, Toronto (C4482171) | Zoocasa","1,367,800","1,450,000",3,2,N/A ,1,,
667,"8 Shea Crt, Toronto (E4505769) | Zoocasa","745,000","689,000",4,3,N/A ,2,,
668,"1001 - 8 Telegram Mews, Toronto (C4479639) | Zoocasa","1,015,000","1,098,888",3,2,1300,1,,
674,"23 Norfield Cres, Toronto (W4504003) | Zoocasa","830,000","849,900",4,2,1750,4,,
680,"218 - 106 Dovercourt Rd, Toronto (C4511132) | Zoocasa","510,000","449,990",1,1,250,0,,
681,"329 - 2035 Sheppard Ave E, Toronto (C4500721) | Zoocasa","455,800","449,900",1,1,550,1,,
684,"126 - 90 Edgewood Ave, Toronto (E4511819) | Zoocasa","815,000","749,900",2,3,1300,1,,
685,"1001 - 8 Telegram Mews, Toronto (C4479639) | Zoocasa","1,015,000","1,098,888",3,2,1300,1,,
687,"1002 - 2500 Bridletowne Circ, Toronto (E4484287) | Zoocasa","378,000","385,900",2,1,850,2,,
689,"1 Ennismore Pl, Toronto (C4487309) | Zoocasa","1,280,000","1,325,000",4,2,1750,4,,
691,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
692,"1812 - 10 Sunny Glenway, Toronto (C4512042) | Zoocasa","275,000","294,500",1,1,550,1,,
693,"17 Humberland Crt, Toronto (W4478412) | Zoocasa","860,000","899,800",3,2,1300,4,,
694,"Ph8 - 3520 Danforth Ave, Toronto (E4497277) | Zoocasa","585,000","599,999",2,2,850,1,,
695,"2310 - 151 Village Green Sq, Toronto (E4503294) | Zoocasa","398,000","360,000",1,1,550,1,,
696,"33 Oldborough Circ, Toronto (C4432222) | Zoocasa","958,000","949,000",3,3,1300,2,,
697,"117 - 80 Parrotta Dr, Toronto (W4508678) | Zoocasa","487,500","499,800",2,2,950,1,,
698,"413 - 1415 Lawrence Ave, Toronto (W4500612) | Zoocasa","429,900","429,900",2,2,750,1,,
699,"204 Lloyd Manor Rd, Toronto (W4503271) | Zoocasa","1,181,000","1,190,000",4,3,N/A ,2,,
701,"2213 - 105 The Queensway Ave, Toronto (W4505001) | Zoocasa","423,000","399,800",1,1,250,0,,
702,"84 Alanbull Sq, Toronto (E4495766) | Zoocasa","808,888","848,000",3,4,N/A ,1,,
703,"4 - 8 Kay Macpherson Lane, Toronto (E4481742) | Zoocasa","666,500","689,000",2,2,850,1,,
704,"429 - 775 King St W, Toronto (C4505072) | Zoocasa","615,000","579,990",1,1,650,1,,
705,"2002 - 2220 Lake Shore Blvd W, Toronto (W4467346) | Zoocasa","603,000","609,900",2,2,750,1,,
709,"1602 - 21 Grand Magazine St, Toronto (C4501698) | Zoocasa","680,000","684,900",1,2,850,1,,
710,"82 Emmeline Cres, Toronto (E4508735) | Zoocasa","850,000","859,000",3,3,900,3,,
713,"346 Huntsmill Blvd, Toronto (E4512704) | Zoocasa","877,000","798,000",4,4,1750,1,,
716,"46 Cole St, Toronto (C4509765) | Zoocasa","549,900","549,900",1,1,650,0,,
718,"65 Bridgenorth Cres, Toronto (W4503323) | Zoocasa","665,000","599,000",3,2,900,2,,
719,"1404 - 320 Richmond St E, Toronto (C4503383) | Zoocasa","648,000","649,000",2,2,650,1,,
721,"84 Alanbull Sq, Toronto (E4495766) | Zoocasa","808,888","848,000",3,4,N/A ,1,,
722,"1405 - 710 Humberwood Blvd, Toronto (W4513142) | Zoocasa","451,000","443,900",2,2,850,1,,
725,"121 Clearbrooke Circ, Toronto (W4499132) | Zoocasa","751,500","759,900",3,2,N/A ,4,,
726,"126 Edenbridge Dr, Toronto (W4500552) | Zoocasa","1,680,000","1,749,000",4,3,3250,4,,
729,"721 - 438 Richmond St W, Toronto (C4509221) | Zoocasa","595,000","599,900",1,1,650,1,,
730,"3110 - 185 Roehampton Ave, Toronto (C4505193) | Zoocasa","798,000","798,000",2,2,750,1,,
731,"2907 - 10 Tangreen Crt, Toronto (C4434304) | Zoocasa","541,000","548,888",2,2,1100,1,,
732,"82 Emmeline Cres, Toronto (E4508735) | Zoocasa","850,000","859,000",3,3,900,3,,
733,"404 - 207 Galloway Rd, Toronto (E4445883) | Zoocasa","255,000","269,998",2,1,750,1,,
734,"2213 - 105 The Queensway Ave, Toronto (W4505001) | Zoocasa","423,000","399,800",1,1,250,0,,
736,"2002 - 2220 Lake Shore Blvd W, Toronto (W4467346) | Zoocasa","603,000","609,900",2,2,750,1,,
738,"701 - 150 Neptune Dr, Toronto (C4486342) | Zoocasa","500,400","525,600",3,2,1500,1,,
739,"429 - 775 King St W, Toronto (C4505072) | Zoocasa","615,000","579,990",1,1,650,1,,
740,"264 Coleridge Ave, Toronto (E4513302) | Zoocasa","745,000","769,900",2,2,N/A ,1,,
743,"346 Huntsmill Blvd, Toronto (E4512704) | Zoocasa","877,000","798,000",4,4,1750,1,,
744,"1 Rockwell Ave, Toronto (W4508894) | Zoocasa","835,000","818,800",3,2,900,2,,
745,"172 Chambers Ave, Toronto (W4513316) | Zoocasa","610,000","599,900",4,2,1750,2,,
748,"126 Edenbridge Dr, Toronto (W4500552) | Zoocasa","1,680,000","1,749,000",4,3,3250,4,,
749,"204 Lloyd Manor Rd, Toronto (W4503271) | Zoocasa","1,181,000","1,190,000",4,3,N/A ,2,,
752,"2213 - 105 The Queensway Ave, Toronto (W4505001) | Zoocasa","423,000","399,800",1,1,250,0,,
753,"312 - 300 Front St W, Toronto (C4507825) | Zoocasa","625,000","625,000",1,1,550,1,,
754,"84 Alanbull Sq, Toronto (E4495766) | Zoocasa","808,888","848,000",3,4,N/A ,1,,
755,"512 - 225 Merton St, Toronto (C4509017) | Zoocasa","512,000","519,900",1,1,650,1,,
756,"2002 - 2220 Lake Shore Blvd W, Toronto (W4467346) | Zoocasa","603,000","609,900",2,2,750,1,,
757,"3110 - 185 Roehampton Ave, Toronto (C4505193) | Zoocasa","798,000","798,000",2,2,750,1,,
758,"121 Clearbrooke Circ, Toronto (W4499132) | Zoocasa","751,500","759,900",3,2,N/A ,4,,
759,"95 Ruby Lang Lane, Toronto (W4475569) | Zoocasa","975,000","975,000",3,3,1750,2,,
762,"69 Hillcrest Dr, Toronto (C4492233) | Zoocasa","2,300,000","2,800,000",3,3,N/A ,3,,
763,"16 Edgecroft Rd, Toronto (W4505434) | Zoocasa","1,032,000","899,000",2,2,N/A ,2,,
765,"584 Woburn Ave, Toronto (C4483045) | Zoocasa","1,175,000","1,250,000",2,1,1300,1,,
766,"33 Oldborough Circ, Toronto (C4432222) | Zoocasa","958,000","949,000",3,3,1300,2,,
768,"1201 - 627 The West Mall Dr, Toronto (W4513881) | Zoocasa","400,100","399,900",3,2,1700,1,,
771,"905 - 10 Willison Sq, Toronto (C4459331) | Zoocasa","381,000","399,900",0,1,250,0,,
772,"2204 - 2350 Bridletowne Circ, Toronto (E4490680) | Zoocasa","644,000","659,000",2,2,2000,2,,
773,"1 Rockwell Ave, Toronto (W4508894) | Zoocasa","835,000","818,800",3,2,900,2,,
774,"2310 - 88 Grangeway Ave, Toronto (E4504834) | Zoocasa","418,500","410,000",1,1,650,1,,
776,"117 - 80 Parrotta Dr, Toronto (W4508678) | Zoocasa","487,500","499,800",2,2,950,1,,
777,"2907 - 10 Tangreen Crt, Toronto (C4434304) | Zoocasa","541,000","548,888",2,2,1100,1,,
778,"2213 - 105 The Queensway Ave, Toronto (W4505001) | Zoocasa","423,000","399,800",1,1,250,0,,
780,"Ph8 - 3520 Danforth Ave, Toronto (E4497277) | Zoocasa","585,000","599,999",2,2,850,1,,
782,"721 - 438 Richmond St W, Toronto (C4509221) | Zoocasa","595,000","599,900",1,1,650,1,,
784,"2612 - 45 Charles St E, Toronto (C4478711) | Zoocasa","925,000","939,000",2,2,850,1,,
786,"204 Lloyd Manor Rd, Toronto (W4503271) | Zoocasa","1,181,000","1,190,000",4,3,N/A ,2,,
787,"16 Edgecroft Rd, Toronto (W4505434) | Zoocasa","1,032,000","899,000",2,2,N/A ,2,,
788,"207 - 29 Camden St, Toronto (C4505876) | Zoocasa","706,000","599,000",1,1,750,0,,
789,"584 Woburn Ave, Toronto (C4483045) | Zoocasa","1,175,000","1,250,000",2,1,1300,1,,
792,"9 Ritchie Ave, Toronto (W4506981) | Zoocasa","875,000","849,000",3,1,1750,0,,
793,"429 - 775 King St W, Toronto (C4505072) | Zoocasa","615,000","579,990",1,1,650,1,,
796,"705 - 555 Yonge St, Toronto (C4507297) | Zoocasa","360,000","299,000",0,1,250,0,,
797,"2213 - 105 The Queensway Ave, Toronto (W4505001) | Zoocasa","423,000","399,800",1,1,250,0,,
798,"905 - 10 Willison Sq, Toronto (C4459331) | Zoocasa","381,000","399,900",0,1,250,0,,
804,"2204 - 2350 Bridletowne Circ, Toronto (E4490680) | Zoocasa","644,000","659,000",2,2,2000,2,,
805,"2002 - 2220 Lake Shore Blvd W, Toronto (W4467346) | Zoocasa","603,000","609,900",2,2,750,1,,
810,"2001 - 68 Shuter St, Toronto (C4511535) | Zoocasa","575,000","559,000",1,1,550,0,,
811,"519 Crawford St, Toronto (C4503044) | Zoocasa","900,888","799,800",2,2,N/A ,0,,
812,"411 - 550 Queens Quay, Toronto (C4503856) | Zoocasa","625,000","599,000",2,2,850,1,,
813,"741 Annette St, Toronto (W4498792) | Zoocasa","1,090,000","1,099,000",3,2,1300,1,,
814,"16 Doncliffe Dr, Toronto (C4499159) | Zoocasa","4,300,000","4,580,000",4,4,N/A ,8,,
815,"1504 - 3 Massey Sq, Toronto (E4492514) | Zoocasa","350,000","349,000",2,1,1100,1,,
817,"310 - 11 Neilson Dr, Toronto (W4483884) | Zoocasa","415,000","424,900",3,2,1100,1,,
821,"Lph07 - 5 Michael Power Pl, Toronto (W4490407) | Zoocasa","569,900","569,900",2,2,850,1,,
822,"447 Milverton Blvd, Toronto (E4490421) | Zoocasa","1,060,000","1,099,000",3,2,N/A ,1,,
827,"5 Kells Ave, Toronto (E4425675) | Zoocasa","750,000","768,000",3,2,N/A ,2,,
828,"418 - 9 Burnhamthorpe Cres, Toronto (W4500988) | Zoocasa","525,000","525,000",1,1,750,1,,
829,"2202 - 80 Western Battery Rd, Toronto (C4474405) | Zoocasa","560,000","572,500",1,1,650,1,,
830,"99 Pringdale Gardens Circ, Toronto (E4479115) | Zoocasa","765,000","767,000",3,3,1750,2,,
831,"36 - 145 Long Branch Ave, Toronto (W4496984) | Zoocasa","798,000","799,900",3,3,1300,1,,
836,"411 - 550 Queens Quay, Toronto (C4503856) | Zoocasa","625,000","599,000",2,2,850,1,,
837,"29 Roseland Dr, Toronto (W4486487) | Zoocasa","1,145,000","1,149,900",4,2,1750,6,,
842,"36 - 145 Long Branch Ave, Toronto (W4496984) | Zoocasa","798,000","799,900",3,3,1300,1,,
843,"11 - 250 Orton Park Rd, Toronto (E4500231) | Zoocasa","540,000","549,900",3,3,1100,1,,
848,"310 - 11 Neilson Dr, Toronto (W4483884) | Zoocasa","415,000","424,900",3,2,1100,1,,
850,"1107 - 2901 Kipling Ave, Toronto (W4491441) | Zoocasa","380,000","379,900",2,2,950,1,,
851,"5 Kells Ave, Toronto (E4425675) | Zoocasa","750,000","768,000",3,2,N/A ,2,,
852,"2600 St Clair Ave W, Toronto (W4504358) | Zoocasa","650,000","599,000",3,2,N/A ,1,,
855,"99 Pringdale Gardens Circ, Toronto (E4479115) | Zoocasa","765,000","767,000",3,3,1750,2,,
856,"W1010 - 565 Wilson Ave, Toronto (C4508146) | Zoocasa","503,000","458,800",1,1,650,1,,
857,"1808 - 30 Harrison Garden Blvd, Toronto (C4502832) | Zoocasa","470,000","438,000",1,1,550,1,,
858,"411 - 550 Queens Quay, Toronto (C4503856) | Zoocasa","625,000","599,000",2,2,850,1,,
863,"519 - 25 Fontenay Crt, Toronto (W4496117) | Zoocasa","445,000","399,999",1,1,650,1,,
864,"103 - 399 Adelaide St W, Toronto (C4503395) | Zoocasa","510,000","449,900",1,1,550,0,,
865,"807 - 32 Camden St, Toronto (C4492582) | Zoocasa","1,205,000","1,228,000",3,2,1100,1,,
877,"1808 - 30 Harrison Garden Blvd, Toronto (C4502832) | Zoocasa","470,000","438,000",1,1,550,1,,
879,"411 - 550 Queens Quay, Toronto (C4503856) | Zoocasa","625,000","599,000",2,2,850,1,,
881,"1504 - 3 Massey Sq, Toronto (E4492514) | Zoocasa","350,000","349,000",2,1,1100,1,,
883,"308 - 757 Victoria Park Ave, Toronto (E4496186) | Zoocasa","400,000","399,000",1,1,750,1,,
885,"12 Rosefair Cres, Toronto (W4504242) | Zoocasa","800,000","788,000",3,2,N/A ,2,,
887,"1107 - 2901 Kipling Ave, Toronto (W4491441) | Zoocasa","380,000","379,900",2,2,950,1,,
892,"399 Kingston Rd, Toronto (E4504173) | Zoocasa","989,000","949,900",3,2,N/A ,4,,
893,"1318 Woodbine Ave, Toronto (E4508137) | Zoocasa","715,000","719,900",2,1,N/A ,1,,
895,"4507 - 180 University Ave, Toronto (C4475169) | Zoocasa","1,635,000","1,729,000",2,3,1500,1,,
897,"271 Sylvan Ave, Toronto (E4510118) | Zoocasa","770,000","789,900",4,3,N/A ,2,,
899,"2001 - 68 Shuter St, Toronto (C4511535) | Zoocasa","575,000","559,000",1,1,550,0,,
902,"519 Crawford St, Toronto (C4503044) | Zoocasa","900,888","799,800",2,2,N/A ,0,,
910,"1504 - 3 Massey Sq, Toronto (E4492514) | Zoocasa","350,000","349,000",2,1,1100,1,,
912,"271 Sylvan Ave, Toronto (E4510118) | Zoocasa","770,000","789,900",4,3,N/A ,2,,
913,"161 Bob Yuill Dr, Toronto (W4499411) | Zoocasa","980,000","999,000",5,5,2750,3,,
924,"1407 - 205 Hilda Ave, Toronto (C4476413) | Zoocasa","495,000","509,000",2,2,950,1,,
927,"1504 - 3 Massey Sq, Toronto (E4492514) | Zoocasa","350,000","349,000",2,1,1100,1,,
930,"3904 - 65 St Mary St, Toronto (C4490774) | Zoocasa","605,000","629,000",0,1,250,0,,
931,"2093 Gerrard St E, Toronto (E4503780) | Zoocasa","1,235,000","999,000",3,3,N/A ,1,,
932,"619 - 38 Joe Shuster Way, Toronto (C4494236) | Zoocasa","430,000","440,000",1,1,250,0,,
935,"2409 - 65 Spring Garden Ave, Toronto (C4492948) | Zoocasa","1,100,000","1,195,000",2,2,2000,2,,
938,"706 - 36 Howard Park Ave, Toronto (W4451766) | Zoocasa","801,000","836,000",2,2,750,1,,
940,"1269 - 313 Richmond St E, Toronto (C4503192) | Zoocasa","630,000","625,000",2,1,750,0,,
942,"4 The Wishbone, Toronto (W4509770) | Zoocasa","650,000","659,900",3,2,N/A ,3,,
943,"215 - 870 Jane St, Toronto (W4506360) | Zoocasa","558,000","499,900",2,2,1100,1,,
946,"31 Chamberlain Ave, Toronto (W4506642) | Zoocasa","836,500","748,000",2,2,N/A ,1,,
947,"4 - 2378 Queen St E, Toronto (E4502826) | Zoocasa","494,500","403,000",2,1,850,0,,
948,"329 - 954 King St W, Toronto (C4499718) | Zoocasa","980,000","999,000",2,2,1100,1,,
951,"36 Roblocke Ave, Toronto (W4503084) | Zoocasa","1,285,000","1,099,900",3,3,N/A ,2,,
952,"109 - 250 Manitoba St, Toronto (W4502941) | Zoocasa","540,000","505,000",1,1,750,1,,
953,"103 - 900 Steeles Ave W, Vaughan (N4500636) | Zoocasa","647,000","588,000",3,3,2000,1,,
954,"42 Marta Ave, Toronto (E4502725) | Zoocasa","888,000","749,000",3,2,N/A ,3,,
955,"1502 - 438 Richmond St W, Toronto (C4482278) | Zoocasa","880,000","899,000",2,2,1100,1,,
957,"3904 - 65 St Mary St, Toronto (C4490774) | Zoocasa","605,000","629,000",0,1,250,0,,
958,"63 Southwood Dr, Toronto (E4502964) | Zoocasa","1,388,000","1,388,000",3,2,N/A ,2,,
962,"406 - 245 Carlaw Ave, Toronto (E4479524) | Zoocasa","827,500","899,000",1,1,1300,1,,
964,"507 - 2015 Sheppard Ave E, Toronto (C4484651) | Zoocasa","425,000","399,000",1,1,550,1,,
966,"40 - 151 Townsgate Dr S, Vaughan (N4508099) | Zoocasa","625,000","518,888",3,3,1500,2,,
967,"706 - 36 Howard Park Ave, Toronto (W4451766) | Zoocasa","801,000","836,000",2,2,750,1,,
968,"2074 - 3047 Finch Ave W, Toronto (W4484210) | Zoocasa","520,000","529,900",4,3,1300,1,,
969,"1269 - 313 Richmond St E, Toronto (C4503192) | Zoocasa","630,000","625,000",2,1,750,0,,
971,"512 - 25 Stafford St, Toronto (C4502718) | Zoocasa","1,220,000","949,900",2,2,1100,1,,
972,"2093 Gerrard St E, Toronto (E4503780) | Zoocasa","1,235,000","999,000",3,3,N/A ,1,,
973,"175 St Helen's Ave, Toronto (C4505898) | Zoocasa","1,220,900","949,000",4,2,1750,2,,
976,"3508 - 16 Brookers Lane, Toronto (W4479134) | Zoocasa","625,000","629,800",2,2,950,1,,
977,"2010 - 40 Homewood Ave, Toronto (C4503906) | Zoocasa","420,000","388,000",1,1,250,1,,
978,"3904 - 65 St Mary St, Toronto (C4490774) | Zoocasa","605,000","629,000",0,1,250,0,,
